Center,Tile1,PtDistance1,GCPDistance1,Tile2,PtDistance2,GCPDistance2,Tile3,PtDistance3,GCPDistance3,Tile4,PtDistance4,GCPDistance4,Tile5,PtDistance5,GCPDistance5,Tile6,PtDistance6,GCPDistance6,Tile7,PtDistance7,GCPDistance7,Tile8,PtDistance8,GCPDistance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,1525.379406442595,12.711769434927126,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,1613.7324638544217,31.974989662689936,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h127-i001.reference.tif,2925.066018187418,29.434433596980767,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h38-i001.reference.tif,3196.566616669764,9.724054133291578,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,3241.1105084713886,10.931398268164255,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,3485.268747919493,3320.8217450297857,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h128-i001.reference.tif,3495.9823503204893,18.63711395743405,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h126-i001.reference.tif,3637.879658556916,29.103540721161647
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h38-i001.reference.tif,1596.5652521913369,30.99585503435173,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,1613.7324638544217,33.11212034897989,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h39-i001.reference.tif,3048.407720754697,54.84998170476379,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3133.4274635489587,28.94471317549831,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h126-i001.reference.tif,3270.9545730795003,12.467581364857669,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h127-i001.reference.tif,3408.8064114657523,11.8839719608703,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,3635.582182133117,3582.801336370495,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h38-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h39-i001.reference.tif,1466.0659278702367,23.453318073090262,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,1596.5652521913369,31.234724400891277,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h40-i001.reference.tif,3175.752865243654,51.56408237555121,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,3196.566616669764,9.151696551476203,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h126-i001.reference.tif,3375.450337085973,25.082343575339394,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h39-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h38-i001.reference.tif,1466.0659278702367,21.799019153492985,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h40-i001.reference.tif,1715.7390846250044,23.42188250082078,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,3048.407720754697,52.08680190184585,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h212-i001.reference.tif,3524.266165313043,12859.347839580365,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h41-i001.reference.tif,3631.3397287133553,11.949955445479441,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,1676.7976384180436,6.107160894893179,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,1712.94780190075,53.574645224259825,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,2962.746984122099,6.0805275075240415,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3235.96308402318,7.948263438846354,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3451.083943195182,18.302795393159904,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,3476.848332546002,3386.0524634562803,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,3536.9536990500687,3577.9882852026117,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3595.3442586189826,4001.5147490775535
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,1712.94780190075,53.3997539527659,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,1763.9552110351303,20.726934479131963,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3243.5640834852275,3385.6277871776583,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3389.1090131158,59.462444294931956,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3499.9140080672946,192.14161761807392,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,3674.727574932526,51.00495041309346,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,3824.343153102036,2950.307588082369,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,3889.738412433757,2287.9169105771703
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,1763.9552110351303,20.92249922901086,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,3476.848332546002,69.05470438133717,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,3485.268747919493,3345.6862233836223,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,3635.582182133117,3691.9205053181736,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3827.236607864405,3908.7522406031126,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3885.3506617980606,50.48609934392108,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h127-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h128-i001.reference.tif,1565.9628964785888,22.98379153970628,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h126-i001.reference.tif,1769.6045923773277,14.009921170942192,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h36-i001.reference.tif,2925.066018187418,30.462684802389244,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h129-i001.reference.tif,3218.56763089068,38.78293766989378,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3394.418553349817,29.955045730106765,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h37-i001.reference.tif,3408.8064114657523,13.155335012680055,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h102-i001.reference.tif,3470.3677831817363,44.18779063791778,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h101-i001.reference.tif,3728.365754517001,40.791694381431014
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h40-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h39-i001.reference.tif,1715.7390846250044,23.865120662094725,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h41-i001.reference.tif,1932.1646160927935,9.17345972584908,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h212-i001.reference.tif,2969.844185932838,11096.288087196775,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h38-i001.reference.tif,3175.752865243654,46.00394708999201,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h211-i001.reference.tif,3212.515555774428,13012.987533708909,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h42-i001.reference.tif,3311.8383212911704,56.009016667733675,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,1607.8841850171946,43.184256323164924,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h84-i001.reference.tif,3141.290436704272,20.67840547276216,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,3458.1302194262576,105.66043676714763,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,3735.665958571065,33.96940578006887,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,3796.846710103709,57.245338959254624,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,1607.8841850171946,43.533222827178086,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,1916.7882781591136,48.42997626366578,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,3311.3418945788326,55.97335251072734,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3379.892781157125,24.796827510127518,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,3563.1525901570617,72.51804126006172,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h84-i001.reference.tif,3715.3485908131656,48.90308523992684,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,1916.7882781591136,51.13282659514355,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,2095.572614902495,53.79741279586989,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3330.973463225503,94.98608089078284,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3398.6973479439944,35.10579002601958,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,3458.1302194262576,101.77151340650805,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h83-i001.reference.tif,3483.6589798057303,3359.456268566457,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3570.6740422544576,64.05829875991282,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3853.3984459886487,67.25667606023583
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,1769.7191807618806,15.828424466392036,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,2045.3661313559887,23.910621990813613,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,2811.8276017564717,57.07229148562916,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,3076.770147500295,39.51126826655372,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3241.101206441469,26.480627334909922,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,3292.749589203987,59.93675194429583,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,3379.892781157125,26.97430317801064,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h140-i001.reference.tif,3407.430847655899,34.42696125584051
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h140-i001.reference.tif,1674.764951684789,29.597469873782803,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,1769.7191807618806,15.352178011372914,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,2701.589323967082,37.23334786311081,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h91-i001.reference.tif,3311.3418945788326,54.54702923197701,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,3490.92175668474,56.389224959041215,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h90-i001.reference.tif,3735.665958571065,32.73456651030395,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3807.550717303197,30.23417756333181,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h140-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,1674.764951684789,28.906364932241303,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,2893.095871297301,58.397191449226455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3407.430847655899,33.24161034611438,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,1320.7205787198077,20.020244347683295,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,1820.524329819508,16.835896100286227,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,2533.913765375859,3095.7874793497854,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,3208.179657256167,30.23728173437401,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3373.7691714260195,38.151481129980915,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,3824.0148410556494,50.22900252861966,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,3853.928775101566,3837.760879754118,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,1213.211210418644,5.923418910438652,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,1320.7205787198077,19.819637504813173,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3096.3152087500525,3167.0680634907403,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,3135.357134853951,3372.9281820473834,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3380.4793584619288,52.90230846652856,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,3539.4346621894783,54.59636997638673,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3691.098579936149,47.86027817744339,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,3762.818934959592,4062.7377140847857
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,1213.211210418644,6.128273506691125,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,1910.473066341272,1239.3923001642613,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,2533.913765375859,2030.8287419309,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,3468.1420730253503,3338.7700180192464,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3474.3995850966394,1547.62631352537,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,3678.4002387109967,59.871216712959786,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3805.620494117119,1725.1284256140564,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,1910.473066341272,1616.4725163108462,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,3096.3152087500525,3157.889728470684,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3375.404705268287,14.389434637160399,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3469.0383702546515,4084.9276705027028,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3653.7565935368175,24.32228264662381,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3729.307063762808,100.2676539542986,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,3828.312396458497,35.53735475963879,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,1736.2479275995922,30.69083885428313,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,1905.541561138995,13.83942047277013,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,2712.2812392068754,45.74844320775567,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,2933.6959861307296,31.864631851695275,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,3387.388787556176,32.74593973955592,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,3390.032822209586,24.15234117804316,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,3468.1420730253503,14.102349106279366,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,3726.015806935072,27.216917938410827
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,1654.4505207470131,33.900790798784115,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,1736.2479275995922,38.63158917610159,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,2933.5152993561965,18.3328013782115,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,2957.3793988214825,29.852592506720338,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,3539.4346621894783,52.53104782245705,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,3641.787355986039,24.101285227090344,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,3678.4002387109967,55.81458735495751,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,3806.6718299115137,46.480046690353056
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,1654.4505207470131,34.51938296801583,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h120-i001.reference.tif,2185.27714093978,23.52815462848475,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,2936.5579272483174,14.534899994883512,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,2950.200332278423,25.387365145018332,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,3387.388787556176,27.66547220343565,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,3592.60905104064,31.372368915362877,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h121-i001.reference.tif,3687.4416349191138,44.363954435455774,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,3822.4733944756927,37.75783253830615
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h120-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h121-i001.reference.tif,1505.154688737418,22.06462604515029,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,2185.27714093978,23.376331873718424,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,2843.5412617888837,20.140745583002026,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h122-i001.reference.tif,3241.35856401805,49.91008670220184,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,3331.104018983765,11.771925032873288,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h143-i001.reference.tif,3517.130745009861,46.67866353401789,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,3724.206720952624,32.77116129446823,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h12-i001.reference.tif,3797.912883721125,61.6751284551275
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h143-i001.reference.tif,1634.7869532158456,20.508549821554514,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,1651.464464935093,11.045819720268168,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h120-i001.reference.tif,2843.5412617888837,22.17586076536222,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h121-i001.reference.tif,3101.5182830275107,19.643319596149684,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h75-i001.reference.tif,3129.5886045974544,32.544616107214345,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,3165.5441684265315,27.251570837793672,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,3353.97276395888,33.48169337304209,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,3592.60905104064,35.336679627574235
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,1651.464464935093,10.820726130930046,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,1712.0451664830916,27.24495198385573,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h74-i001.reference.tif,2782.2069790329524,16.640714882882428,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h75-i001.reference.tif,2827.356639163262,29.496885911019643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,2950.200332278423,26.78111221654916,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h143-i001.reference.tif,3269.1014566619933,27.767003139434298,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h120-i001.reference.tif,3331.104018983765,14.176734511717664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,3564.208642510992,48.34166092274693
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,1712.0451664830916,27.131986247038743,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,1853.3066738538992,23.391799638326226,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h119-i001.reference.tif,2936.5579272483174,14.632491913774668,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h74-i001.reference.tif,2938.992512438342,37.52209329812839,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h73-i001.reference.tif,2939.888523167487,19.077631232610216,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,2957.3793988214825,30.556358534792565,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,3353.97276395888,33.59154612526841,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h75-i001.reference.tif,3649.8048457236914,46.494413844403596
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h147-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h146-i001.reference.tif,1853.3066738538992,21.987815007779872,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h148-i001.reference.tif,2084.8086687722266,17.28923543531291,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h117-i001.reference.tif,2712.2812392068754,43.36894825255149,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h118-i001.reference.tif,2933.5152993561965,19.047016862065206,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h73-i001.reference.tif,3201.03711276006,33.510586052981274,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h72-i001.reference.tif,3310.773021588208,16.34173691750897,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h145-i001.reference.tif,3564.208642510992,47.53445855650031,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h116-i001.reference.tif,3598.2239886699576,34.679370014515584
