Filename,P1X,P1Y,P2X,P2Y,P3X,P3Y,P4X,P4Y,Current EPSG,Original EPSG
D:\MacConnell\Photos_Satellite\19TCF630855\19TCF630855.jp2,271981.7418,795833.2754,273437.9164,797376.5244,271938.2071,797332.9836,273481.4561,795876.8089,26986,6348
D:\MacConnell\Photos_Satellite\19TCF630870\19TCF630870.jp2,271938.2071,797332.9836,273394.3694,798876.235,271894.665,798832.6868,273437.9164,797376.5244,26986,6348
D:\MacConnell\Photos_Satellite\19TCF630885\19TCF630885.jp2,271894.665,798832.6868,273350.8152,800375.9406,271851.1156,800332.3851,273394.3694,798876.235,26986,6348
D:\MacConnell\Photos_Satellite\19TCF630900\19TCF630900.jp2,271851.1156,800332.3851,273307.2536,801875.6414,271807.5588,801832.0786,273350.8152,800375.9406,26986,6348
D:\MacConnell\Photos_Satellite\19TCF630915\19TCF630915.jp2,271807.5588,801832.0786,273263.6848,803375.3376,271763.9946,803331.7674,273307.2536,801875.6414,26986,6348
D:\MacConnell\Photos_Satellite\19TCF630990\19TCF630990.jp2,271589.6642,809330.477,273045.7311,810873.7503,271546.0631,810830.1434,273089.3364,809374.0765,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645780\19TCF645780.jp2,273699.0457,788378.1542,275155.2847,789921.4054,273655.5423,789877.8957,275198.7935,788421.6567,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645795\19TCF645795.jp2,273655.5423,789877.8957,275111.7688,791421.1488,273612.0316,791377.6319,275155.2847,789921.4054,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645810\19TCF645810.jp2,273612.0316,791377.6319,275068.2456,792920.8869,273568.5137,792877.3627,275111.7688,791421.1488,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645825\19TCF645825.jp2,273568.5137,792877.3627,275024.7153,794420.6198,273524.9886,794377.0884,275068.2456,792920.8869,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645840\19TCF645840.jp2,273524.9886,794377.0884,274981.1778,795920.3475,273481.4561,795876.8089,275024.7153,794420.6198,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645855\19TCF645855.jp2,273481.4561,795876.8089,274937.633,797420.0703,273437.9164,797376.5244,274981.1778,795920.3475,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645870\19TCF645870.jp2,273437.9164,797376.5244,274894.0811,798919.788,273394.3694,798876.235,274937.633,797420.0703,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645885\19TCF645885.jp2,273394.3694,798876.235,274850.522,800419.5009,273350.8152,800375.9406,274894.0811,798919.788,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645900\19TCF645900.jp2,273350.8152,800375.9406,274806.9557,801919.209,273307.2536,801875.6414,274850.522,800419.5009,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645915\19TCF645915.jp2,273307.2536,801875.6414,274763.3822,803418.9124,273263.6848,803375.3376,274806.9557,801919.209,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645930\19TCF645930.jp2,273263.6848,803375.3376,274719.8015,804918.6111,273220.1086,804875.029,274763.3822,803418.9124,26986,6348
D:\MacConnell\Photos_Satellite\19TCF645990\19TCF645990.jp2,273089.3364,809374.0765,274545.4064,810917.3614,273045.7311,810873.7503,274589.016,809417.6803,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660780\19TCF660780.jp2,275198.7935,788421.6567,276655.0344,789964.9205,275155.2847,789921.4054,276698.5486,788465.1646,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660795\19TCF660795.jp2,275155.2847,789921.4054,276611.5131,791464.671,275111.7688,791421.1488,276655.0344,789964.9205,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660810\19TCF660810.jp2,275111.7688,791421.1488,276567.9847,792964.4162,275068.2456,792920.8869,276611.5131,791464.671,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660825\19TCF660825.jp2,275068.2456,792920.8869,276524.4492,794464.1563,275024.7153,794420.6198,276567.9847,792964.4162,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660840\19TCF660840.jp2,275024.7153,794420.6198,276480.9066,795963.8912,274981.1778,795920.3475,276524.4492,794464.1563,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660855\19TCF660855.jp2,274981.1778,795920.3475,276437.3569,797463.6211,274937.633,797420.0703,276480.9066,795963.8912,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660870\19TCF660870.jp2,274937.633,797420.0703,276393.8,798963.346,274894.0811,798919.788,276437.3569,797463.6211,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660885\19TCF660885.jp2,274894.0811,798919.788,276350.2361,800463.066,274850.522,800419.5009,276393.8,798963.346,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660900\19TCF660900.jp2,274850.522,800419.5009,276306.665,801962.7813,274806.9557,801919.209,276350.2361,800463.066,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660915\19TCF660915.jp2,274806.9557,801919.209,276263.0868,803462.4918,274763.3822,803418.9124,276306.665,801962.7813,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660930\19TCF660930.jp2,274763.3822,803418.9124,276219.5015,804962.1977,274719.8015,804918.6111,276263.0868,803462.4918,26986,6348
D:\MacConnell\Photos_Satellite\19TCF660990\19TCF660990.jp2,274589.016,809417.6803,276045.0889,810960.9767,274545.4064,810917.3614,276088.7027,809461.2885,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675780\19TCF675780.jp2,276698.5486,788465.1646,278154.7911,790008.4409,276655.0344,789964.9205,278198.3107,788508.678,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675795\19TCF675795.jp2,276655.0344,789964.9205,278111.2645,791508.1985,276611.5131,791464.671,278154.7911,790008.4409,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675810\19TCF675810.jp2,276611.5131,791464.671,278067.7308,793007.9508,276567.9847,792964.4162,278111.2645,791508.1985,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675825\19TCF675825.jp2,276567.9847,792964.4162,278024.1902,794507.6979,276524.4492,794464.1563,278067.7308,793007.9508,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675840\19TCF675840.jp2,276524.4492,794464.1563,277980.6425,796007.4399,276480.9066,795963.8912,278024.1902,794507.6979,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675855\19TCF675855.jp2,276480.9066,795963.8912,277937.0878,797507.1768,276437.3569,797463.6211,277980.6425,796007.4399,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675870\19TCF675870.jp2,276437.3569,797463.6211,277893.526,799006.9088,276393.8,798963.346,277937.0878,797507.1768,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675885\19TCF675885.jp2,276393.8,798963.346,277849.9573,800506.6359,276350.2361,800463.066,277893.526,799006.9088,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675900\19TCF675900.jp2,276350.2361,800463.066,277806.3814,802006.3582,276306.665,801962.7813,277849.9573,800506.6359,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675915\19TCF675915.jp2,276306.665,801962.7813,277762.7986,803506.0759,276263.0868,803462.4918,277806.3814,802006.3582,26986,6348
D:\MacConnell\Photos_Satellite\19TCF675990\19TCF675990.jp2,276088.7027,809461.2885,277544.7785,811004.5963,276045.0889,810960.9767,277588.3967,809504.9009,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690780\19TCF690780.jp2,278198.3107,788508.678,279654.5548,790051.9667,278154.7911,790008.4409,279698.0798,788552.1968,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690795\19TCF690795.jp2,278154.7911,790008.4409,279611.0229,791551.7313,278111.2645,791508.1985,279654.5548,790051.9667,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690810\19TCF690810.jp2,278111.2645,791508.1985,279567.484,793051.4905,278067.7308,793007.9508,279611.0229,791551.7313,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690825\19TCF690825.jp2,278067.7308,793007.9508,279523.9382,794551.2446,278024.1902,794507.6979,279567.484,793051.4905,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690840\19TCF690840.jp2,278024.1902,794507.6979,279480.3854,796050.9936,277980.6425,796007.4399,279523.9382,794551.2446,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690855\19TCF690855.jp2,277980.6425,796007.4399,279436.8257,797550.7375,277937.0878,797507.1768,279480.3854,796050.9936,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690870\19TCF690870.jp2,277937.0878,797507.1768,279393.2591,799050.4765,277893.526,799006.9088,279436.8257,797550.7375,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690885\19TCF690885.jp2,277893.526,799006.9088,279349.6855,800550.2106,277849.9573,800506.6359,279393.2591,799050.4765,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690900\19TCF690900.jp2,277849.9573,800506.6359,279306.1049,802049.9399,277806.3814,802006.3582,279349.6855,800550.2106,26986,6348
D:\MacConnell\Photos_Satellite\19TCF690915\19TCF690915.jp2,277806.3814,802006.3582,279262.5174,803549.6646,277762.7986,803506.0759,279306.1049,802049.9399,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705780\19TCF705780.jp2,279698.0798,788552.1968,281154.3255,790095.4979,279654.5548,790051.9667,281197.8559,788595.7211,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705795\19TCF705795.jp2,279654.5548,790051.9667,281110.7882,791595.2693,279611.0229,791551.7313,281154.3255,790095.4979,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705810\19TCF705810.jp2,279611.0229,791551.7313,281067.2441,793095.0355,279567.484,793051.4905,281110.7882,791595.2693,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705825\19TCF705825.jp2,279567.484,793051.4905,281023.6932,794594.7964,279523.9382,794551.2446,281067.2441,793095.0355,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705840\19TCF705840.jp2,279523.9382,794551.2446,280980.1353,796094.5523,279480.3854,796050.9936,281023.6932,794594.7964,26986,6348
D:\MacConnell\Photos_Satellite\19TCF705855\19TCF705855.jp2,279480.3854,796050.9936,280936.5706,797594.3032,279436.8257,797550.7375,280980.1353,796094.5523,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720780\19TCF720780.jp2,281197.8559,788595.7211,282654.103,790139.0344,281154.3255,790095.4979,282697.6388,788639.2508,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720795\19TCF720795.jp2,281154.3255,790095.4979,282610.5604,791638.8126,281110.7882,791595.2693,282654.103,790139.0344,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720810\19TCF720810.jp2,281110.7882,791595.2693,282567.0111,793138.5856,281067.2441,793095.0355,282610.5604,791638.8126,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720825\19TCF720825.jp2,281067.2441,793095.0355,282523.455,794638.3534,281023.6932,794594.7964,282567.0111,793138.5856,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720840\19TCF720840.jp2,281023.6932,794594.7964,282479.8921,796138.1161,280980.1353,796094.5523,282523.455,794638.3534,26986,6348
D:\MacConnell\Photos_Satellite\19TCF720990\19TCF720990.jp2,280587.8056,809592.1387,282043.8895,811135.4802,280544.1789,811091.848,282087.5204,809635.764,26986,6348
D:\MacConnell\Photos_Satellite\19TCF735780\19TCF735780.jp2,282697.6388,788639.2508,284153.8873,790182.5762,282654.103,790139.0344,284197.4285,788682.7859,26986,6348
D:\MacConnell\Photos_Satellite\19TCF735795\19TCF735795.jp2,282654.103,790139.0344,284110.3394,791682.3612,282610.5604,791638.8126,284153.8873,790182.5762,26986,6348
D:\MacConnell\Photos_Satellite\19TCF735810\19TCF735810.jp2,282610.5604,791638.8126,284066.7849,793182.1409,282567.0111,793138.5856,284110.3394,791682.3612,26986,6348
D:\MacConnell\Photos_Satellite\19TCF735825\19TCF735825.jp2,282567.0111,793138.5856,284023.2236,794681.9155,282523.455,794638.3534,284066.7849,793182.1409,26986,6348
D:\MacConnell\Photos_Satellite\19TCF735840\19TCF735840.jp2,282523.455,794638.3534,283979.6556,796181.6849,282479.8921,796138.1161,284023.2236,794681.9155,26986,6348
D:\MacConnell\Photos_Satellite\19TCF750780\19TCF750780.jp2,284197.4285,788682.7859,285653.6783,790226.1234,284153.8873,790182.5762,285697.2249,788726.3265,26986,6348
D:\MacConnell\Photos_Satellite\19TCF750795\19TCF750795.jp2,284153.8873,790182.5762,285610.1251,791725.9151,284110.3394,791682.3612,285653.6783,790226.1234,26986,6348
D:\MacConnell\Photos_Satellite\19TCF750810\19TCF750810.jp2,284110.3394,791682.3612,285566.5653,793225.7014,284066.7849,793182.1409,285610.1251,791725.9151,26986,6348
D:\MacConnell\Photos_Satellite\19TCF750825\19TCF750825.jp2,284066.7849,793182.1409,285522.9989,794725.4826,284023.2236,794681.9155,285566.5653,793225.7014,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765780\19TCF765780.jp2,285697.2249,788726.3265,287153.4758,790269.676,285653.6783,790226.1234,287197.0278,788769.8725,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765795\19TCF765795.jp2,285653.6783,790226.1234,287109.9174,791769.4742,285610.1251,791725.9151,287153.4758,790269.676,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765810\19TCF765810.jp2,285610.1251,791725.9151,287066.3523,793269.2671,285566.5653,793225.7014,287109.9174,791769.4742,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765825\19TCF765825.jp2,285566.5653,793225.7014,287022.7808,794769.0549,285522.9989,794725.4826,287066.3523,793269.2671,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765840\19TCF765840.jp2,285522.9989,794725.4826,286979.2027,796268.8375,285479.4259,796225.2587,287022.7808,794769.0549,26986,6348
D:\MacConnell\Photos_Satellite\19TCF765855\19TCF765855.jp2,285479.4259,796225.2587,286935.6181,797768.6152,285435.8462,797725.0298,286979.2027,796268.8375,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780780\19TCF780780.jp2,287197.0278,788769.8725,288653.2799,790313.2339,287153.4758,790269.676,288696.8373,788813.4239,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780795\19TCF780795.jp2,287153.4758,790269.676,288609.7161,791813.0386,287109.9174,791769.4742,288653.2799,790313.2339,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780810\19TCF780810.jp2,287109.9174,791769.4742,288566.1459,793312.838,287066.3523,793269.2671,288609.7161,791813.0386,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780825\19TCF780825.jp2,287066.3523,793269.2671,288522.5692,794812.6322,287022.7808,794769.0549,288566.1459,793312.838,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780840\19TCF780840.jp2,287022.7808,794769.0549,288478.9861,796312.4214,286979.2027,796268.8375,288522.5692,794812.6322,26986,6348
D:\MacConnell\Photos_Satellite\19TCF780855\19TCF780855.jp2,286979.2027,796268.8375,288435.3965,797812.2055,286935.6181,797768.6152,288478.9861,796312.4214,26986,6348
D:\MacConnell\Photos_Satellite\19TCF900750\19TCF900750.jp2,299282.8514,786118.7129,300739.1323,787662.1657,299239.2682,787618.5769,300782.721,786162.296,26986,6348
D:\MacConnell\Photos_Satellite\19TCF900765\19TCF900765.jp2,299239.2682,787618.5769,300695.5379,789162.03,299195.6792,789118.4353,300739.1323,787662.1657,26986,6348
D:\MacConnell\Photos_Satellite\19TCF900780\19TCF900780.jp2,299195.6792,789118.4353,300651.9376,790661.8889,299152.0843,790618.2884,300695.5379,789162.03,26986,6348
D:\MacConnell\Photos_Satellite\19TCF915735\19TCF915735.jp2,300826.304,784662.4207,302282.5964,786205.8846,300782.721,786162.296,302326.1849,784706.0035,26986,6348
D:\MacConnell\Photos_Satellite\19TCF915750\19TCF915750.jp2,300782.721,786162.296,302239.0022,787705.76,300739.1323,787662.1657,302282.5964,786205.8846,26986,6348
D:\MacConnell\Photos_Satellite\19TCF915765\19TCF915765.jp2,300739.1323,787662.1657,302195.4023,789205.6301,300695.5379,789162.03,302239.0022,787705.76,26986,6348
D:\MacConnell\Photos_Satellite\19TCF915780\19TCF915780.jp2,300695.5379,789162.03,302151.7967,790705.4947,300651.9376,790661.8889,302195.4023,789205.6301,26986,6348
D:\MacConnell\Photos_Satellite\19TCF930720\19TCF930720.jp2,302369.7678,783206.1169,303826.0716,784749.592,302326.1849,784706.0035,303869.6601,783249.6997,26986,6348
D:\MacConnell\Photos_Satellite\19TCF930735\19TCF930735.jp2,302326.1849,784706.0035,303782.4775,786249.4787,302282.5964,786205.8846,303826.0716,784749.592,26986,6348
D:\MacConnell\Photos_Satellite\19TCF945705\19TCF945705.jp2,303913.243,781749.8017,305369.558,783293.2883,303869.6601,783249.6997,305413.1467,781793.3847,26986,6348
D:\MacConnell\Photos_Satellite\19TCF945720\19TCF945720.jp2,303869.6601,783249.6997,305325.9639,784793.1861,303826.0716,784749.592,305369.558,783293.2883,26986,6348
D:\MacConnell\Photos_Satellite\19TCF945735\19TCF945735.jp2,303826.0716,784749.592,305282.3642,786293.0784,303782.4775,786249.4787,305325.9639,784793.1861,26986,6348
D:\MacConnell\Photos_Satellite\19TCF960690\19TCF960690.jp2,305456.7298,780293.4753,306913.0559,781836.9735,305413.1467,781793.3847,306956.6449,780337.0586,26986,6348
D:\MacConnell\Photos_Satellite\19TCF960705\19TCF960705.jp2,305413.1467,781793.3847,306869.4615,783336.8825,305369.558,783293.2883,306913.0559,781836.9735,26986,6348
D:\MacConnell\Photos_Satellite\19TCF960720\19TCF960720.jp2,305369.558,783293.2883,306825.8617,784836.7859,305325.9639,784793.1861,306869.4615,783336.8825,26986,6348
D:\MacConnell\Photos_Satellite\19TCF975690\19TCF975690.jp2,306956.6449,780337.0586,308412.9705,781880.568,306913.0559,781836.9735,308456.5653,780380.6478,26986,6348
D:\MacConnell\Photos_Satellite\19TCF975705\19TCF975705.jp2,306913.0559,781836.9735,308369.3704,783380.4825,306869.4615,783336.8825,308412.9705,781880.568,26986,6348
D:\MacConnell\Photos_Satellite\19TCF990675\19TCF990675.jp2,308500.1548,778880.7217,309956.4911,780424.2428,308456.5653,780380.6478,310000.0865,778924.3114,26986,6348
D:\MacConnell\Photos_Satellite\19TCF990690\19TCF990690.jp2,308456.5653,780380.6478,309912.8905,781924.1684,308412.9705,781880.568,309956.4911,780424.2428,26986,6348
D:\MacConnell\Photos_Satellite\19TCF990705\19TCF990705.jp2,308412.9705,781880.568,309869.2847,783424.0882,308369.3704,783380.4825,309912.8905,781924.1684,26986,6348
D:\MacConnell\Photos_Satellite\19TCF990720\19TCF990720.jp2,308369.3704,783380.4825,309825.6735,784924.0022,308325.7649,784880.3913,309869.2847,783424.0882,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000545\19TCG000545.jp2,206997.3923,862974.4362,208452.7502,864517.4399,206953.5701,864473.6115,208496.5738,863018.2536,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000560\19TCG000560.jp2,206953.5701,864473.6115,208408.9157,866016.6248,206909.7369,865972.7854,208452.7502,864517.4399,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000575\19TCG000575.jp2,206909.7369,865972.7854,208365.0702,867515.8084,206865.8927,867471.9581,208408.9157,866016.6248,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000590\19TCG000590.jp2,206865.8927,867471.9581,208321.2138,869014.9908,206822.0375,868971.1295,208365.0702,867515.8084,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000605\19TCG000605.jp2,206822.0375,868971.1295,208277.3465,870514.1721,206778.1712,870470.2998,208321.2138,869014.9908,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000620\19TCG000620.jp2,206778.1712,870470.2998,208233.4683,872013.3524,206734.294,871969.4691,208277.3465,870514.1721,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000635\19TCG000635.jp2,206734.294,871969.4691,208189.5791,873512.5317,206690.4057,873468.6375,208233.4683,872013.3524,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000650\19TCG000650.jp2,206690.4057,873468.6375,208145.6789,875011.7102,206646.5063,874967.8049,208189.5791,873512.5317,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000665\19TCG000665.jp2,206646.5063,874967.8049,208101.7678,876510.8879,206602.5959,876466.9716,208145.6789,875011.7102,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000680\19TCG000680.jp2,206602.5959,876466.9716,208057.8457,878010.0649,206558.6745,877966.1376,208101.7678,876510.8879,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000695\19TCG000695.jp2,206558.6745,877966.1376,208013.9126,879509.2412,206514.742,879465.303,208057.8457,878010.0649,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000710\19TCG000710.jp2,206514.742,879465.303,207969.9686,881008.4171,206470.7985,880964.4678,208013.9126,879509.2412,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000725\19TCG000725.jp2,206470.7985,880964.4678,207926.0136,882507.5925,206426.8439,882463.6322,207969.9686,881008.4171,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000740\19TCG000740.jp2,206426.8439,882463.6322,207882.0476,884006.7675,206382.8782,883962.7962,207926.0136,882507.5925,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000755\19TCG000755.jp2,206382.8782,883962.7962,207838.0706,885505.9423,206338.9015,885461.9599,207882.0476,884006.7675,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000770\19TCG000770.jp2,206338.9015,885461.9599,207794.0827,887005.1168,206294.9137,886961.1234,207838.0706,885505.9423,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000785\19TCG000785.jp2,206294.9137,886961.1234,207750.0837,888504.2912,206250.9148,888460.2868,207794.0827,887005.1168,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000800\19TCG000800.jp2,206250.9148,888460.2868,207706.0737,890003.4656,206206.9048,889959.4501,207750.0837,888504.2912,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000815\19TCG000815.jp2,206206.9048,889959.4501,207662.0528,891502.6401,206162.8838,891458.6135,207706.0737,890003.4656,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000830\19TCG000830.jp2,206162.8838,891458.6135,207618.0208,893001.8146,206118.8516,892957.777,207662.0528,891502.6401,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000845\19TCG000845.jp2,206118.8516,892957.777,207573.9778,894500.9894,206074.8084,894456.9407,207618.0208,893001.8146,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000860\19TCG000860.jp2,206074.8084,894456.9407,207529.9237,896000.1645,206030.754,895956.1048,207573.9778,894500.9894,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000875\19TCG000875.jp2,206030.754,895956.1048,207485.8587,897499.3399,205986.6886,897455.2691,207529.9237,896000.1645,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000890\19TCG000890.jp2,205986.6886,897455.2691,207441.7826,898998.5158,205942.612,898954.434,207485.8587,897499.3399,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000905\19TCG000905.jp2,205942.612,898954.434,207397.6955,900497.6923,205898.5243,900453.5994,207441.7826,898998.5158,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000920\19TCG000920.jp2,205898.5243,900453.5994,207353.5974,901996.8694,205854.4255,901952.7654,207397.6955,900497.6923,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000935\19TCG000935.jp2,205854.4255,901952.7654,207309.4882,903496.0472,205810.3155,903451.9321,207353.5974,901996.8694,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000950\19TCG000950.jp2,205810.3155,903451.9321,207265.3679,904995.2258,205766.1944,904951.0996,207309.4882,903496.0472,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000965\19TCG000965.jp2,205766.1944,904951.0996,207221.2366,906494.4053,205722.0622,906450.2679,207265.3679,904995.2258,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000980\19TCG000980.jp2,205722.0622,906450.2679,207177.0943,907993.5857,205677.9189,907949.4373,207221.2366,906494.4053,26986,6348
D:\MacConnell\Photos_Satellite\19TCG000995\19TCG000995.jp2,205677.9189,907949.4373,207132.9408,909492.7671,205633.7644,909448.6076,207177.0943,907993.5857,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015395\19TCG015395.jp2,208934.2096,848026.2983,210389.7038,849569.2238,208890.4951,849525.5027,210433.4206,848070.0086,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015410\19TCG015410.jp2,208890.4951,849525.5027,210345.9762,851068.4368,208846.7696,851024.7049,210389.7038,849569.2238,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015425\19TCG015425.jp2,208846.7696,851024.7049,210302.2378,852567.6477,208803.0333,852523.9049,210345.9762,851068.4368,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015440\19TCG015440.jp2,208803.0333,852523.9049,210258.4886,854066.8566,208759.2861,854023.103,210302.2378,852567.6477,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015455\19TCG015455.jp2,208759.2861,854023.103,210214.7286,855566.0636,208715.5279,855522.2991,210258.4886,854066.8566,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015470\19TCG015470.jp2,208715.5279,855522.2991,210170.9577,857065.2688,208671.7589,857021.4934,210214.7286,855566.0636,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015485\19TCG015485.jp2,208671.7589,857021.4934,210127.1761,858564.4721,208627.979,858520.6859,210170.9577,857065.2688,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015500\19TCG015500.jp2,208627.979,858520.6859,210083.3836,860063.6738,208584.1882,860019.8767,210127.1761,858564.4721,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015515\19TCG015515.jp2,208584.1882,860019.8767,210039.5803,861562.8739,208540.3864,861519.0659,210083.3836,860063.6738,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015530\19TCG015530.jp2,208540.3864,861519.0659,209995.7662,863062.0725,208496.5738,863018.2536,210039.5803,861562.8739,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015545\19TCG015545.jp2,208496.5738,863018.2536,209951.9412,864561.2696,208452.7502,864517.4399,209995.7662,863062.0725,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015560\19TCG015560.jp2,208452.7502,864517.4399,209908.1053,866060.4654,208408.9157,866016.6248,209951.9412,864561.2696,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015575\19TCG015575.jp2,208408.9157,866016.6248,209864.2587,867559.6599,208365.0702,867515.8084,209908.1053,866060.4654,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015590\19TCG015590.jp2,208365.0702,867515.8084,209820.4012,869058.8532,208321.2138,869014.9908,209864.2587,867559.6599,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015605\19TCG015605.jp2,208321.2138,869014.9908,209776.5328,870558.0454,208277.3465,870514.1721,209820.4012,869058.8532,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015620\19TCG015620.jp2,208277.3465,870514.1721,209732.6535,872057.2366,208233.4683,872013.3524,209776.5328,870558.0454,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015635\19TCG015635.jp2,208233.4683,872013.3524,209688.7634,873556.4268,208189.5791,873512.5317,209732.6535,872057.2366,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015650\19TCG015650.jp2,208189.5791,873512.5317,209644.8624,875055.6162,208145.6789,875011.7102,209688.7634,873556.4268,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015665\19TCG015665.jp2,208145.6789,875011.7102,209600.9506,876554.8048,208101.7678,876510.8879,209644.8624,875055.6162,26986,6348
D:\MacConnell\Photos_Satellite\19TCG015680\19TCG015680.jp2,208101.7678,876510.8879,209557.0278,878053.9927,208057.8457,878010.0649,209600.9506,876554.8048,26986,6348
