MacFile,Tile1,Tile2,Tile3,Tile4,Tile5,Tile6,Tile7,Tile8,Tile9
mufs190-1952-dpv2k61-i001-001.tif,19TBH655250\19TBH655250.jp2,19TBH670250\19TBH670250.jp2,19TBH685250\19TBH685250.jp2,19TBH655235\19TBH655235.jp2,19TBH670235\19TBH670235.jp2,19TBH685235\19TBH685235.jp2,19TBH655220\19TBH655220.jp2,19TBH670220\19TBH670220.jp2,19TBH685220\19TBH685220.jp2
mufs190-1952-dpv2k62-i001-001.tif,19TBH655235\19TBH655235.jp2,19TBH670235\19TBH670235.jp2,19TBH685235\19TBH685235.jp2,19TBH640220\19TBH640220.jp2,19TBH655220\19TBH655220.jp2,19TBH670220\19TBH670220.jp2,19TBH640205\19TBH640205.jp2,19TBH655205\19TBH655205.jp2,19TBH670205\19TBH670205.jp2
mufs190-1952-dpv2k63-i001-001.tif,19TBH640220\19TBH640220.jp2,19TBH655220\19TBH655220.jp2,19TBH670220\19TBH670220.jp2,19TBH640205\19TBH640205.jp2,19TBH655205\19TBH655205.jp2,19TBH670205\19TBH670205.jp2,19TBH640190\19TBH640190.jp2,19TBH655190\19TBH655190.jp2,19TBH670190\19TBH670190.jp2
mufs190-1952-dpv2k64-i001-001.tif,19TBH640205\19TBH640205.jp2,19TBH655205\19TBH655205.jp2,19TBH670205\19TBH670205.jp2,19TBH640190\19TBH640190.jp2,19TBH655190\19TBH655190.jp2,19TBH670190\19TBH670190.jp2,19TBH640175\19TBH640175.jp2,19TBH655175\19TBH655175.jp2,19TBH670175\19TBH670175.jp2
mufs190-1952-dpv2k65-i001-001.tif,19TBH640175\19TBH640175.jp2,19TBH655175\19TBH655175.jp2,19TBH670175\19TBH670175.jp2,19TBH640160\19TBH640160.jp2,19TBH655160\19TBH655160.jp2,19TBH670160\19TBH670160.jp2,19TBH640145\19TBH640145.jp2,19TBH655145\19TBH655145.jp2,19TBH670145\19TBH670145.jp2
mufs190-1952-dpv2k66-i001-001.tif,19TBH640160\19TBH640160.jp2,19TBH655160\19TBH655160.jp2,19TBH670160\19TBH670160.jp2,19TBH640145\19TBH640145.jp2,19TBH655145\19TBH655145.jp2,19TBH670145\19TBH670145.jp2,19TBH640130\19TBH640130.jp2,19TBH655130\19TBH655130.jp2,19TBH670130\19TBH670130.jp2
mufs190-1952-dpv2k67-i001-001.tif,19TBH640145\19TBH640145.jp2,19TBH655145\19TBH655145.jp2,19TBH670145\19TBH670145.jp2,19TBH640130\19TBH640130.jp2,19TBH655130\19TBH655130.jp2,19TBH670130\19TBH670130.jp2,19TBH640115\19TBH640115.jp2,19TBH655115\19TBH655115.jp2,19TBH670115\19TBH670115.jp2
mufs190-1952-dpv2k68-i001-001.tif,19TBH640130\19TBH640130.jp2,19TBH655130\19TBH655130.jp2,19TBH670130\19TBH670130.jp2,19TBH640115\19TBH640115.jp2,19TBH655115\19TBH655115.jp2,19TBH670115\19TBH670115.jp2,19TBH640100\19TBH640100.jp2,19TBH655100\19TBH655100.jp2,19TBH670100\19TBH670100.jp2
mufs190-1952-dpv2k69-i001-001.tif,19TBH640115\19TBH640115.jp2,19TBH655115\19TBH655115.jp2,19TBH670115\19TBH670115.jp2,19TBH640100\19TBH640100.jp2,19TBH655100\19TBH655100.jp2,19TBH670100\19TBH670100.jp2,19TBH640085\19TBH640085.jp2,19TBH655085\19TBH655085.jp2,19TBH670085\19TBH670085.jp2
mufs190-1952-dpv2k70-i001-001.tif,19TBH640085\19TBH640085.jp2,19TBH655085\19TBH655085.jp2,19TBH670085\19TBH670085.jp2,19TBH640070\19TBH640070.jp2,19TBH655070\19TBH655070.jp2,19TBH670070\19TBH670070.jp2,19TBH640055\19TBH640055.jp2,19TBH655055\19TBH655055.jp2,19TBH670055\19TBH670055.jp2
mufs190-1952-dpv2k71-i001-001.tif,19TBH640070\19TBH640070.jp2,19TBH655070\19TBH655070.jp2,19TBH670070\19TBH670070.jp2,19TBH640055\19TBH640055.jp2,19TBH655055\19TBH655055.jp2,19TBH670055\19TBH670055.jp2,19TBH640040\19TBH640040.jp2,19TBH655040\19TBH655040.jp2,19TBH670040\19TBH670040.jp2
mufs190-1952-dpv2k72-i001-001.tif,19TBH640055\19TBH640055.jp2,19TBH655055\19TBH655055.jp2,19TBH670055\19TBH670055.jp2,19TBH640040\19TBH640040.jp2,19TBH655040\19TBH655040.jp2,19TBH670040\19TBH670040.jp2,19TBH640025\19TBH640025.jp2,19TBH655025\19TBH655025.jp2,19TBH670025\19TBH670025.jp2
mufs190-1952-dpv2k73-i001-001.tif,19TBH640040\19TBH640040.jp2,19TBH655040\19TBH655040.jp2,19TBH670040\19TBH670040.jp2,19TBH640025\19TBH640025.jp2,19TBH655025\19TBH655025.jp2,19TBH670025\19TBH670025.jp2,19TBH640010\19TBH640010.jp2,19TBH655010\19TBH655010.jp2,19TBH670010\19TBH670010.jp2
mufs190-1952-dpv2k74-i001-001.tif,19TBH640025\19TBH640025.jp2,19TBH655025\19TBH655025.jp2,19TBH670025\19TBH670025.jp2,19TBH640010\19TBH640010.jp2,19TBH655010\19TBH655010.jp2,19TBH670010\19TBH670010.jp2,19TBG640995\19TBG640995.jp2,19TBG655995\19TBG655995.jp2,19TBG670995\19TBG670995.jp2
mufs190-1952-dpv2k75-i001-001.tif,19TBH640010\19TBH640010.jp2,19TBH655010\19TBH655010.jp2,19TBH670010\19TBH670010.jp2,19TBG640995\19TBG640995.jp2,19TBG655995\19TBG655995.jp2,19TBG670995\19TBG670995.jp2,19TBG640980\19TBG640980.jp2,19TBG655980\19TBG655980.jp2,19TBG670980\19TBG670980.jp2
mufs190-1952-dpv2k76-i001-001.tif,19TBG640995\19TBG640995.jp2,19TBG655995\19TBG655995.jp2,19TBG670995\19TBG670995.jp2,19TBG640980\19TBG640980.jp2,19TBG655980\19TBG655980.jp2,19TBG670980\19TBG670980.jp2,19TBG640965\19TBG640965.jp2,19TBG655965\19TBG655965.jp2,19TBG670965\19TBG670965.jp2
mufs190-1952-dpv2k77-i001-001.tif,19TBG640980\19TBG640980.jp2,19TBG655980\19TBG655980.jp2,19TBG670980\19TBG670980.jp2,19TBG640965\19TBG640965.jp2,19TBG655965\19TBG655965.jp2,19TBG670965\19TBG670965.jp2,19TBG640950\19TBG640950.jp2,19TBG655950\19TBG655950.jp2,19TBG670950\19TBG670950.jp2
mufs190-1952-dpv2k78-i001-001.tif,19TBG640965\19TBG640965.jp2,19TBG655965\19TBG655965.jp2,19TBG670965\19TBG670965.jp2,19TBG640950\19TBG640950.jp2,19TBG655950\19TBG655950.jp2,19TBG670950\19TBG670950.jp2,19TBG640935\19TBG640935.jp2,19TBG655935\19TBG655935.jp2,19TBG670935\19TBG670935.jp2
mufs190-1952-dpv2k79-i001-001.tif,19TBG640935\19TBG640935.jp2,19TBG655935\19TBG655935.jp2,19TBG670935\19TBG670935.jp2,19TBG640920\19TBG640920.jp2,19TBG655920\19TBG655920.jp2,19TBG670920\19TBG670920.jp2,19TBG640905\19TBG640905.jp2,19TBG655905\19TBG655905.jp2,19TBG670905\19TBG670905.jp2
mufs190-1952-dpv2k80-i001-001.tif,19TBG640920\19TBG640920.jp2,19TBG655920\19TBG655920.jp2,19TBG670920\19TBG670920.jp2,19TBG640905\19TBG640905.jp2,19TBG655905\19TBG655905.jp2,19TBG670905\19TBG670905.jp2,19TBG640890\19TBG640890.jp2,19TBG655890\19TBG655890.jp2,19TBG670890\19TBG670890.jp2
mufs190-1952-dpv2k81-i001-001.tif,19TBG640905\19TBG640905.jp2,19TBG655905\19TBG655905.jp2,19TBG670905\19TBG670905.jp2,19TBG640890\19TBG640890.jp2,19TBG655890\19TBG655890.jp2,19TBG670890\19TBG670890.jp2,19TBG640875\19TBG640875.jp2,19TBG655875\19TBG655875.jp2,19TBG670875\19TBG670875.jp2
mufs190-1952-dpv2k82-i001-001.tif,19TBG640890\19TBG640890.jp2,19TBG655890\19TBG655890.jp2,19TBG670890\19TBG670890.jp2,19TBG640875\19TBG640875.jp2,19TBG655875\19TBG655875.jp2,19TBG670875\19TBG670875.jp2,19TBG640860\19TBG640860.jp2,19TBG655860\19TBG655860.jp2,19TBG670860\19TBG670860.jp2
mufs190-1952-dpv2k83-i001-001.tif,19TBG625875\19TBG625875.jp2,19TBG640875\19TBG640875.jp2,19TBG655875\19TBG655875.jp2,19TBG625860\19TBG625860.jp2,19TBG640860\19TBG640860.jp2,19TBG655860\19TBG655860.jp2,19TBG625845\19TBG625845.jp2,19TBG640845\19TBG640845.jp2,19TBG655845\19TBG655845.jp2
mufs190-1952-dpv2k84-i001-001.tif,19TBG625860\19TBG625860.jp2,19TBG640860\19TBG640860.jp2,19TBG655845\19TBG655845.jp2,19TBG625845\19TBG625845.jp2,19TBG640845\19TBG640845.jp2,19TBG655830\19TBG655830.jp2,19TBG625830\19TBG625830.jp2,19TBG640830\19TBG640830.jp2,19TBG655815\19TBG655815.jp2
mufs190-1952-dpv2k85-i001-001.tif,19TBG625845\19TBG625845.jp2,19TBG640845\19TBG640845.jp2,19TBG655845\19TBG655845.jp2,19TBG625830\19TBG625830.jp2,19TBG640830\19TBG640830.jp2,19TBG655830\19TBG655830.jp2,19TBG625815\19TBG625815.jp2,19TBG640815\19TBG640815.jp2,19TBG655815\19TBG655815.jp2
mufs190-1952-dpv2k86-i001-001.tif,19TBG625830\19TBG625830.jp2,19TBG640815\19TBG640815.jp2,19TBG655815\19TBG655815.jp2,19TBG625815\19TBG625815.jp2,19TBG640800\19TBG640800.jp2,19TBG655800\19TBG655800.jp2,19TBG625800\19TBG625800.jp2,19TBG640785\19TBG640785.jp2,19TBG655785\19TBG655785.jp2
mufs190-1952-dpv2k87-i001-001.tif,19TBG640815\19TBG640815.jp2,19TBG655815\19TBG655815.jp2,19TBG670815\19TBG670815.jp2,19TBG640800\19TBG640800.jp2,19TBG655800\19TBG655800.jp2,19TBG670800\19TBG670800.jp2,19TBG640785\19TBG640785.jp2,19TBG655785\19TBG655785.jp2,19TBG670785\19TBG670785.jp2
mufs190-1952-dpv2k88-i001-001.tif,19TBG625800\19TBG625800.jp2,19TBG640800\19TBG640800.jp2,19TBG655800\19TBG655800.jp2,19TBG625785\19TBG625785.jp2,19TBG640785\19TBG640785.jp2,19TBG655785\19TBG655785.jp2,19TBG625770\19TBG625770.jp2,19TBG640770\19TBG640770.jp2,19TBG655770\19TBG655770.jp2
mufs190-1952-dpv2k89-i001-001.tif,19TBG625785\19TBG625785.jp2,19TBG640785\19TBG640785.jp2,19TBG655785\19TBG655785.jp2,19TBG625770\19TBG625770.jp2,19TBG640770\19TBG640770.jp2,19TBG655770\19TBG655770.jp2,19TBG625755\19TBG625755.jp2,19TBG640755\19TBG640755.jp2,19TBG655755\19TBG655755.jp2
mufs190-1952-dpv2k90-i001-001.tif,19TBG625755\19TBG625755.jp2,19TBG640755\19TBG640755.jp2,19TBG655755\19TBG655755.jp2,19TBG625740\19TBG625740.jp2,19TBG640740\19TBG640740.jp2,19TBG655740\19TBG655740.jp2,19TBG625725\19TBG625725.jp2,19TBG640725\19TBG640725.jp2,19TBG655725\19TBG655725.jp2
mufs190-1952-dpv2k91-i001-001.tif,19TBG625740\19TBG625740.jp2,19TBG640740\19TBG640740.jp2,19TBG655740\19TBG655740.jp2,19TBG625725\19TBG625725.jp2,19TBG640725\19TBG640725.jp2,19TBG655725\19TBG655725.jp2,19TBG625710\19TBG625710.jp2,19TBG640710\19TBG640710.jp2,19TBG655710\19TBG655710.jp2
mufs190-1952-dpv2k92-i001-001.tif,19TBG625725\19TBG625725.jp2,19TBG640725\19TBG640725.jp2,19TBG655725\19TBG655725.jp2,19TBG625710\19TBG625710.jp2,19TBG640710\19TBG640710.jp2,19TBG655710\19TBG655710.jp2,19TBG625695\19TBG625695.jp2,19TBG640695\19TBG640695.jp2,19TBG655695\19TBG655695.jp2
mufs190-1952-dpv2k93-i001-001.tif,19TBG625695\19TBG625695.jp2,19TBG640695\19TBG640695.jp2,19TBG655695\19TBG655695.jp2,19TBG625680\19TBG625680.jp2,19TBG640680\19TBG640680.jp2,19TBG655680\19TBG655680.jp2,19TBG625665\19TBG625665.jp2,19TBG640665\19TBG640665.jp2,19TBG655665\19TBG655665.jp2
mufs190-1952-dpv2k94-i001-001.tif,19TBG625695\19TBG625695.jp2,19TBG640695\19TBG640695.jp2,19TBG655695\19TBG655695.jp2,19TBG625680\19TBG625680.jp2,19TBG640680\19TBG640680.jp2,19TBG655680\19TBG655680.jp2,19TBG625665\19TBG625665.jp2,19TBG640665\19TBG640665.jp2,19TBG655665\19TBG655665.jp2
mufs190-1952-dpv2k95-i001-001.tif,19TBG625650\19TBG625650.jp2,19TBG640650\19TBG640650.jp2,19TBG655650\19TBG655650.jp2,19TBG625635\19TBG625635.jp2,19TBG640635\19TBG640635.jp2,19TBG655635\19TBG655635.jp2,19TBG625620\19TBG625620.jp2,19TBG640620\19TBG640620.jp2,19TBG655620\19TBG655620.jp2
mufs190-1952-dpv2k96-i001-001.tif,19TBG625635\19TBG625635.jp2,19TBG640635\19TBG640635.jp2,19TBG655635\19TBG655635.jp2,19TBG625620\19TBG625620.jp2,19TBG640620\19TBG640620.jp2,19TBG655620\19TBG655620.jp2,19TBG625605\19TBG625605.jp2,19TBG640605\19TBG640605.jp2,19TBG655605\19TBG655605.jp2
mufs190-1952-dpv2k97-i001-001.tif,19TBG625620\19TBG625620.jp2,19TBG640620\19TBG640620.jp2,19TBG655620\19TBG655620.jp2,19TBG625605\19TBG625605.jp2,19TBG640605\19TBG640605.jp2,19TBG655605\19TBG655605.jp2,19TBG625590\19TBG625590.jp2,19TBG640590\19TBG640590.jp2,19TBG655590\19TBG655590.jp2
mufs190-1952-dpv2k98-i001-001.tif,19TBG625605\19TBG625605.jp2,19TBG640605\19TBG640605.jp2,19TBG655605\19TBG655605.jp2,19TBG625590\19TBG625590.jp2,19TBG640590\19TBG640590.jp2,19TBG655590\19TBG655590.jp2,19TBG625575\19TBG625575.jp2,19TBG640575\19TBG640575.jp2,19TBG655575\19TBG655575.jp2
mufs190-1952-dpv2k99-i001-001.tif,19TBG625590\19TBG625590.jp2,19TBG640590\19TBG640590.jp2,19TBG655590\19TBG655590.jp2,19TBG625575\19TBG625575.jp2,19TBG640575\19TBG640575.jp2,19TBG655575\19TBG655575.jp2,19TBG625560\19TBG625560.jp2,19TBG640560\19TBG640560.jp2,19TBG655560\19TBG655560.jp2
mufs190-1952-dpv2k100-i001-001.tif,19TBG625575\19TBG625575.jp2,19TBG640575\19TBG640575.jp2,19TBG655575\19TBG655575.jp2,19TBG625560\19TBG625560.jp2,19TBG640560\19TBG640560.jp2,19TBG655560\19TBG655560.jp2,None,None,None
mufs190-1952-dpv2k101-i001-001.tif,19TBG625560\19TBG625560.jp2,19TBG640560\19TBG640560.jp2,None,None,None,None,None,None,None
mufs190-1952-dpv3k3-i001-001.tif,19TBG685545\19TBG685545.jp2,19TBG700545\19TBG700545.jp2,19TBG715545\19TBG715545.jp2,19TBG685530\19TBG685530.jp2,19TBG700530\19TBG700530.jp2,19TBG715530\19TBG715530.jp2,None,None,None
mufs190-1952-dpv3k4-i001-001.tif,19TBG685560\19TBG685560.jp2,19TBG700560\19TBG700560.jp2,19TBG715560\19TBG715560.jp2,19TBG685545\19TBG685545.jp2,19TBG700545\19TBG700545.jp2,19TBG715545\19TBG715545.jp2,19TBG685530\19TBG685530.jp2,19TBG700530\19TBG700530.jp2,19TBG715530\19TBG715530.jp2
mufs190-1952-dpv3k5-i001-001.tif,19TBG685575\19TBG685575.jp2,19TBG700575\19TBG700575.jp2,19TBG715575\19TBG715575.jp2,19TBG685560\19TBG685560.jp2,19TBG700560\19TBG700560.jp2,19TBG715560\19TBG715560.jp2,19TBG685545\19TBG685545.jp2,19TBG700545\19TBG700545.jp2,19TBG715545\19TBG715545.jp2
mufs190-1952-dpv3k6-i001-001.tif,19TBG685605\19TBG685605.jp2,19TBG700605\19TBG700605.jp2,19TBG715605\19TBG715605.jp2,19TBG685590\19TBG685590.jp2,19TBG700590\19TBG700590.jp2,19TBG715590\19TBG715590.jp2,19TBG685575\19TBG685575.jp2,19TBG700575\19TBG700575.jp2,19TBG715575\19TBG715575.jp2
mufs190-1952-dpv3k7-i001-001.tif,19TBG685620\19TBG685620.jp2,19TBG700620\19TBG700620.jp2,19TBG715620\19TBG715620.jp2,19TBG685605\19TBG685605.jp2,19TBG700605\19TBG700605.jp2,19TBG715605\19TBG715605.jp2,19TBG685590\19TBG685590.jp2,19TBG700590\19TBG700590.jp2,19TBG715590\19TBG715590.jp2
mufs190-1952-dpv3k8-i001-001.tif,19TBG685635\19TBG685635.jp2,19TBG700635\19TBG700635.jp2,19TBG715635\19TBG715635.jp2,19TBG685620\19TBG685620.jp2,19TBG700620\19TBG700620.jp2,19TBG715620\19TBG715620.jp2,19TBG685605\19TBG685605.jp2,19TBG700605\19TBG700605.jp2,19TBG715605\19TBG715605.jp2
mufs190-1952-dpv3k9-i001-001.tif,19TBG685665\19TBG685665.jp2,19TBG700665\19TBG700665.jp2,19TBG715665\19TBG715665.jp2,19TBG685650\19TBG685650.jp2,19TBG700650\19TBG700650.jp2,19TBG715650\19TBG715650.jp2,19TBG685635\19TBG685635.jp2,19TBG700635\19TBG700635.jp2,19TBG715635\19TBG715635.jp2
mufs190-1952-dpv3k10-i001-001.tif,19TBG685680\19TBG685680.jp2,19TBG700680\19TBG700680.jp2,19TBG715665\19TBG715665.jp2,19TBG685665\19TBG685665.jp2,19TBG700665\19TBG700665.jp2,19TBG715650\19TBG715650.jp2,19TBG685650\19TBG685650.jp2,19TBG700650\19TBG700650.jp2,19TBG715635\19TBG715635.jp2
mufs190-1952-dpv3k11-i001-001.tif,19TBG655560\19TBG655560.jp2,19TBG670560\19TBG670560.jp2,19TBG685560\19TBG685560.jp2,None,19TBG670545\19TBG670545.jp2,19TBG685545\19TBG685545.jp2,None,19TBG670530\19TBG670530.jp2,19TBG685530\19TBG685530.jp2
mufs190-1952-dpv3k12-i001-001.tif,19TBG685695\19TBG685695.jp2,19TBG700695\19TBG700695.jp2,19TBG715695\19TBG715695.jp2,19TBG685680\19TBG685680.jp2,19TBG700680\19TBG700680.jp2,19TBG715680\19TBG715680.jp2,19TBG685665\19TBG685665.jp2,19TBG700665\19TBG700665.jp2,19TBG715665\19TBG715665.jp2
mufs190-1952-dpv3k13-i001-001.tif,19TBG685710\19TBG685710.jp2,19TBG700710\19TBG700710.jp2,19TBG715710\19TBG715710.jp2,19TBG685695\19TBG685695.jp2,19TBG700695\19TBG700695.jp2,19TBG715695\19TBG715695.jp2,19TBG685680\19TBG685680.jp2,19TBG700680\19TBG700680.jp2,19TBG715680\19TBG715680.jp2
mufs190-1952-dpv3k14-i001-001.tif,19TBG685725\19TBG685725.jp2,19TBG700725\19TBG700725.jp2,19TBG715725\19TBG715725.jp2,19TBG685710\19TBG685710.jp2,19TBG700710\19TBG700710.jp2,19TBG715710\19TBG715710.jp2,19TBG685695\19TBG685695.jp2,19TBG700695\19TBG700695.jp2,19TBG715695\19TBG715695.jp2
mufs190-1952-dpv3k15-i001-001.tif,19TBG685740\19TBG685740.jp2,19TBG700740\19TBG700740.jp2,19TBG715740\19TBG715740.jp2,19TBG685725\19TBG685725.jp2,19TBG700725\19TBG700725.jp2,19TBG715725\19TBG715725.jp2,19TBG685710\19TBG685710.jp2,19TBG700710\19TBG700710.jp2,19TBG715710\19TBG715710.jp2
mufs190-1952-dpv3k16-i001-001.tif,19TBG700755\19TBG700755.jp2,19TBG715755\19TBG715755.jp2,19TBG730755\19TBG730755.jp2,19TBG700740\19TBG700740.jp2,19TBG715740\19TBG715740.jp2,19TBG730740\19TBG730740.jp2,19TBG685725\19TBG685725.jp2,19TBG700725\19TBG700725.jp2,19TBG715725\19TBG715725.jp2
mufs190-1952-dpv3k17-i001-001.tif,19TBG700770\19TBG700770.jp2,19TBG715770\19TBG715770.jp2,19TBG730770\19TBG730770.jp2,19TBG700755\19TBG700755.jp2,19TBG715755\19TBG715755.jp2,19TBG730755\19TBG730755.jp2,19TBG700740\19TBG700740.jp2,19TBG715740\19TBG715740.jp2,19TBG730740\19TBG730740.jp2
mufs190-1952-dpv3k18-i001-001.tif,19TBG700800\19TBG700800.jp2,19TBG715800\19TBG715800.jp2,19TBG730785\19TBG730785.jp2,19TBG700785\19TBG700785.jp2,19TBG715785\19TBG715785.jp2,19TBG730770\19TBG730770.jp2,19TBG700770\19TBG700770.jp2,19TBG715770\19TBG715770.jp2,19TBG730755\19TBG730755.jp2
mufs190-1952-dpv3k19-i001-001.tif,19TBG700815\19TBG700815.jp2,19TBG715815\19TBG715815.jp2,19TBG730815\19TBG730815.jp2,19TBG700800\19TBG700800.jp2,19TBG715800\19TBG715800.jp2,19TBG730800\19TBG730800.jp2,19TBG700785\19TBG700785.jp2,19TBG715785\19TBG715785.jp2,19TBG730785\19TBG730785.jp2
mufs190-1952-dpv3k20-i001-001.tif,19TBG700830\19TBG700830.jp2,19TBG715830\19TBG715830.jp2,19TBG730830\19TBG730830.jp2,19TBG700815\19TBG700815.jp2,19TBG715815\19TBG715815.jp2,19TBG730815\19TBG730815.jp2,19TBG700800\19TBG700800.jp2,19TBG715800\19TBG715800.jp2,19TBG730800\19TBG730800.jp2
mufs190-1952-dpv3k21-i001-001.tif,19TBG700845\19TBG700845.jp2,19TBG715845\19TBG715845.jp2,19TBG730845\19TBG730845.jp2,19TBG700830\19TBG700830.jp2,19TBG715830\19TBG715830.jp2,19TBG730830\19TBG730830.jp2,19TBG700815\19TBG700815.jp2,19TBG715815\19TBG715815.jp2,19TBG730815\19TBG730815.jp2
mufs190-1952-dpv3k22-i001-001.tif,19TBG700860\19TBG700860.jp2,19TBG715860\19TBG715860.jp2,19TBG730860\19TBG730860.jp2,19TBG700845\19TBG700845.jp2,19TBG715845\19TBG715845.jp2,19TBG730845\19TBG730845.jp2,19TBG700830\19TBG700830.jp2,19TBG715830\19TBG715830.jp2,19TBG730830\19TBG730830.jp2
mufs190-1952-dpv3k23-i001-001.tif,19TBG700875\19TBG700875.jp2,19TBG715875\19TBG715875.jp2,19TBG730875\19TBG730875.jp2,19TBG700860\19TBG700860.jp2,19TBG715860\19TBG715860.jp2,19TBG730860\19TBG730860.jp2,19TBG700845\19TBG700845.jp2,19TBG715845\19TBG715845.jp2,19TBG730845\19TBG730845.jp2
mufs190-1952-dpv3k24-i001-001.tif,19TBG700890\19TBG700890.jp2,19TBG715890\19TBG715890.jp2,19TBG730890\19TBG730890.jp2,19TBG700875\19TBG700875.jp2,19TBG715875\19TBG715875.jp2,19TBG730875\19TBG730875.jp2,19TBG700860\19TBG700860.jp2,19TBG715860\19TBG715860.jp2,19TBG730860\19TBG730860.jp2
mufs190-1952-dpv3k25-i001-001.tif,19TBG700905\19TBG700905.jp2,19TBG715905\19TBG715905.jp2,19TBG730905\19TBG730905.jp2,19TBG700890\19TBG700890.jp2,19TBG715890\19TBG715890.jp2,19TBG730890\19TBG730890.jp2,19TBG700875\19TBG700875.jp2,19TBG715875\19TBG715875.jp2,19TBG730875\19TBG730875.jp2
mufs190-1952-dpv3k26-i001-001.tif,19TBG700920\19TBG700920.jp2,19TBG715920\19TBG715920.jp2,19TBG730920\19TBG730920.jp2,19TBG700905\19TBG700905.jp2,19TBG715905\19TBG715905.jp2,19TBG730905\19TBG730905.jp2,19TBG700890\19TBG700890.jp2,19TBG715890\19TBG715890.jp2,19TBG730890\19TBG730890.jp2
mufs190-1952-dpv3k27-i001-001.tif,19TBG700935\19TBG700935.jp2,19TBG715935\19TBG715935.jp2,19TBG730935\19TBG730935.jp2,19TBG700920\19TBG700920.jp2,19TBG715920\19TBG715920.jp2,19TBG730920\19TBG730920.jp2,19TBG700905\19TBG700905.jp2,19TBG715905\19TBG715905.jp2,19TBG730905\19TBG730905.jp2
mufs190-1952-dpv3k28-i001-001.tif,19TBG700950\19TBG700950.jp2,19TBG715950\19TBG715950.jp2,19TBG730950\19TBG730950.jp2,19TBG700935\19TBG700935.jp2,19TBG715935\19TBG715935.jp2,19TBG730935\19TBG730935.jp2,19TBG700920\19TBG700920.jp2,19TBG715920\19TBG715920.jp2,19TBG730920\19TBG730920.jp2
mufs190-1952-dpv3k29-i001-001.tif,19TBG700965\19TBG700965.jp2,19TBG715965\19TBG715965.jp2,19TBG730965\19TBG730965.jp2,19TBG700950\19TBG700950.jp2,19TBG715950\19TBG715950.jp2,19TBG730950\19TBG730950.jp2,19TBG700935\19TBG700935.jp2,19TBG715935\19TBG715935.jp2,19TBG730935\19TBG730935.jp2
mufs190-1952-dpv3k30-i001-001.tif,19TBG700995\19TBG700995.jp2,19TBG715995\19TBG715995.jp2,19TBG730995\19TBG730995.jp2,19TBG700980\19TBG700980.jp2,19TBG715980\19TBG715980.jp2,19TBG730980\19TBG730980.jp2,19TBG700965\19TBG700965.jp2,19TBG715965\19TBG715965.jp2,19TBG730965\19TBG730965.jp2
mufs190-1952-dpv3k31-i001-001.tif,19TBH700010\19TBH700010.jp2,19TBH715010\19TBH715010.jp2,19TBH730010\19TBH730010.jp2,19TBG700995\19TBG700995.jp2,19TBG715995\19TBG715995.jp2,19TBG730995\19TBG730995.jp2,19TBG700980\19TBG700980.jp2,19TBG715980\19TBG715980.jp2,19TBG730980\19TBG730980.jp2
mufs190-1952-dpv3k32-i001-001.tif,19TBH700025\19TBH700025.jp2,19TBH715025\19TBH715025.jp2,19TBH730025\19TBH730025.jp2,19TBH700010\19TBH700010.jp2,19TBH715010\19TBH715010.jp2,19TBH730010\19TBH730010.jp2,19TBG700995\19TBG700995.jp2,19TBG715995\19TBG715995.jp2,19TBG730995\19TBG730995.jp2
mufs190-1952-dpv3k33-i001-001.tif,19TBH700040\19TBH700040.jp2,19TBH715040\19TBH715040.jp2,19TBH730040\19TBH730040.jp2,19TBH700025\19TBH700025.jp2,19TBH715025\19TBH715025.jp2,19TBH730025\19TBH730025.jp2,19TBH700010\19TBH700010.jp2,19TBH715010\19TBH715010.jp2,19TBH730010\19TBH730010.jp2
mufs190-1952-dpv3k34-i001-001.tif,19TBH700055\19TBH700055.jp2,19TBH715055\19TBH715055.jp2,19TBH730055\19TBH730055.jp2,19TBH700040\19TBH700040.jp2,19TBH715040\19TBH715040.jp2,19TBH730040\19TBH730040.jp2,19TBH700025\19TBH700025.jp2,19TBH715025\19TBH715025.jp2,19TBH730025\19TBH730025.jp2
mufs190-1952-dpv3k35-i001-001.tif,19TBH700070\19TBH700070.jp2,19TBH715070\19TBH715070.jp2,19TBH730070\19TBH730070.jp2,19TBH700055\19TBH700055.jp2,19TBH715055\19TBH715055.jp2,19TBH730055\19TBH730055.jp2,19TBH700040\19TBH700040.jp2,19TBH715040\19TBH715040.jp2,19TBH730040\19TBH730040.jp2
mufs190-1952-dpv3k36-i001-001.tif,19TBH715085\19TBH715085.jp2,19TBH730085\19TBH730085.jp2,19TBH745085\19TBH745085.jp2,19TBH700070\19TBH700070.jp2,19TBH715070\19TBH715070.jp2,19TBH730070\19TBH730070.jp2,19TBH700055\19TBH700055.jp2,19TBH715055\19TBH715055.jp2,19TBH730055\19TBH730055.jp2
mufs190-1952-dpv3k37-i001-001.tif,19TBH700100\19TBH700100.jp2,19TBH715100\19TBH715100.jp2,19TBH730100\19TBH730100.jp2,19TBH700085\19TBH700085.jp2,19TBH715085\19TBH715085.jp2,19TBH730085\19TBH730085.jp2,19TBH700070\19TBH700070.jp2,19TBH715070\19TBH715070.jp2,19TBH730070\19TBH730070.jp2
